OldID;Prefix;Category;Number;EquipmentID;Status;EquipmentDesc;Manufacture;Model;Serialnro;CategoryDesc;Use;Location;idsupplier;calibrationapplied;calibrationduedate;lastcalibrationdate;calibrationinterval;calibrationcert;maintenanceneed;Maintentance instruction;swvalidationneed;Last Validation;validationreport;purchasedate;purchaseby;specification;notes;MOVE;CARE;FIDO;VIVA Point;VIVA Point GSM;Devcie Interface;Add-On;Part of Set-up;Software;Generic
Unknown;VE;08;0052;VE-08-0052;Unknown;CARE PCBA Test Jig, Rev 2 #1;Vivago;CARE Production tester;NA;08.  Test fixture;Production;R&D;Unknown;NO;NA;NA;NA;NA;Unknown;Unknown;Unknown;Unknown;Unknown;27.1.2021;Kari Läikkö;See CARE tester assembly instruction;Assembled by Eelis Cedeström, Jan 2021;Unknown;x;x;Unknown;Unknown;Unknown;Unknown;CARE&MOVE PCBA Tester #1;Unknown;Unknown
Unknown;VE;08;0053;VE-08-0053;Unknown;CARE PCBA Test Jig, Rev 2  #2;Vivago;CARE Production tester;NA;08.  Test fixture;Production;R&D;Unknown;NO;NA;NA;NA;NA;Unknown;Unknown;Unknown;Unknown;Unknown;27.1.2021;Kari Läikkö;See CARE tester assembly instruction;Assembled by Eelis Cedeström, Jan 2021;Unknown;x;x;Unknown;Unknown;Unknown;Unknown;CARE&MOVE PCBA Tester #2;Unknown;Unknown
Unknown;VE;05;0054;VE-05-0054;Unknown;Production Tester, MOVE & CARE #2;Lenovo/Vivago;Lenovo ThinkStation P330;S4QM9423;05. Production tester;Production;MLB;Unknown;YES;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Kari Läikkö;Unknown;"Includes IO card VE-04-0055, which defines the calibration date
TW ID: 310353196
TW user name:PCBA-Tester
TW PWD: V1v4g0-123456
";x;x;x;Unknown;Unknown;Unknown;Unknown;CARE&MOVE PCBA Tester #2;Unknown;Unknown
Unknown;VE;04;0055;VE-04-0055;Unknown;Interface Card;National Instruments;NI PCIe-6351;1F26334;04. Test equipment, Electronics;Production;VE-05-0054;Unknown;YES;2021-02-20;2021-01-01;2;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Kari Läikkö;Unknown;Used in test station VE-05-0054;x;x;x;Unknown;Unknown;Unknown;Unknown;CARE&MOVE PCBA Tester #2;Unknown;Unknown
Unknown;VE;02;0056;VE-02-0056;Unknown;RF Tester;Agilent;E4406A;US40061241;02. Measuring equipment, Electronics;Production;MLB;VGO2006;YES;2012-04-19;2011-04-19;1;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Eelis Cedersrtöm;Unknown;"Used as part of Move & CARE production tester #2
Ulizes 10MHz clock output and RF input";x;x;x;Unknown;Unknown;Unknown;Unknown;CARE&MOVE PCBA Tester #2;Unknown;Unknown
Unknown;VE;99;0057;VE-99-0057;Unknown;AC Adapter +12V DC;Cool Power Solutions;"Part number: CPS-12016EU/3630+
Model:ATS+18T-W120E";NA;99. Miscaleneous;Production;MLB;Unknown;NO;NA;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Kari Läikkö;Unknown;CARE&MOVE PCBA Test Jig power supply - SPARE;x;x;x;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;VE;99;0058;VE-99-0058;Unknown;AC Adapter +12V DC;Cool Power Solutions;"Part number: CPS-12016EU/3630+
Model:ATS+18T-W120E";NA;99. Miscaleneous;Production;MLB;Unknown;NO;NA;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Kari Läikkö;Unknown;"
CARE&MOVE PCBA Test Jig power supply - Tester 2";x;x;x;Unknown;Unknown;Unknown;Unknown;CARE&MOVE PCBA Tester #2;Unknown;Unknown
Unknown;VE;07;0059;VE-07-0059;Unknown;Flash programming adapter;Elprotronic Inc;FlashPro430, USB-FPA 6.0;20110310;07. Electronics programmer;Production;MLB;Unknown;NO;NA;NA;NA;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Eelis Cedersrtöm;Unknown;Used as part of CARE&Move production tester #2;x;x;x;Unknown;Unknown;Unknown;Unknown;CARE&MOVE PCBA Tester #2;Unknown;Unknown
Unknown;VE;07;0060;VE-07-0060;Unknown;Flash programming adapter;Elprotronic Inc;FlashPro-ARM, XS-ISO-1.0;20171631;07. Electronics programmer;Production;MLB;Unknown;NO;NA;NA;NA;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Eelis Cedersrtöm;Unknown;Used as part of CARE&Move production tester #2;x;x;x;Unknown;Unknown;Unknown;Unknown;CARE&MOVE PCBA Tester #2;Unknown;Unknown
Unknown;VE;09;0061;VE-09-0061;Unknown;Bar code reader, USB, handheld;Symbol Technologies Inc.;DS4308;15160010501557;09. Bar code reader;Production;MLB;Unknown;NO;NA;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;??;??;Unknown;CARE&MOVE  PCBA Tester #2;x;x;x;Unknown;Unknown;Unknown;Unknown;CARE&MOVE PCBA Tester #2;Unknown;Unknown
Unknown;VE;08;0062;VE-08-0062;Unknown;CARE Reprogrammer jig Rev 2 #1;Vivago;CARE Reprogrammer;NA;08.  Test fixture;Production;MLB;Unknown;NO;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer  #1;Unknown;x;x;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer #1;Unknown;Unknown
Unknown;VE;08;0063;VE-08-0063;Unknown;CARE Reprogrammer jig Rev 2 #1;Vivago;CARE Reprogrammer;NA;08.  Test fixture;Production;MLB;Unknown;NO;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer - SPARE;Unknown;x;x;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;VE;04;0064;VE-04-0064;Unknown;USB Thermometer, for CARE Reprogrammer;Cleware GMBH;USB-Humidity&Thermometer, Art.-Nr 18-1;NA;04. Test equipment, Electronics;Production;MLB;Unknown;NO;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer #1;Unknown;x;x;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer #1;Unknown;Unknown
Unknown;VE;04;0065;VE-04-0065;Unknown;USB Thermometer, for CARE Reprogrammer;Cleware GMBH;USB-Humidity&Thermometer, Art.-Nr 18-1;NA;04. Test equipment, Electronics;Production;MLB;Unknown;NO;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer - SPARE;Unknown;x;x;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;VE;99;0066;VE-99-0066;Unknown;AC adapter +5V DC;Cool Power Solutions;"ATS005T-W050E
Part No: CPS-05010EU/3630+";Unknown;99. Miscaleneous;Production;MLB;Unknown;NO;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer #1;Unknown;x;x;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer #1;Unknown;Unknown
Unknown;VE;99;0067;VE-99-0067;Unknown;AC adapter +5V DC;Cool Power Solutions;"ATS005T-W050E
Part No: CPS-05010EU/3630+";Unknown;99. Miscaleneous;Production;MLB;Unknown;NO;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer - SPARE;Unknown;x;x;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;VE;07;0068;VE-07-0068;Unknown;Flash programming adapter;Elprotronic Inc;FlashPro430, USB-FPA 6.0;20111571;07. Electronics programmer;Production;MLB;Unknown;NO;NA;NA;NA;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Eelis Cedersrtöm;Unknown;"Used for CARE ReProgrammer #1
License update 18.08.2021";Unknown;x;x;Unknown;Unknown;Unknown;Unknown;CARE Reprogrammer #1;Unknown;Unknown
Unknown;VE;07;0069;VE-07-0069;Unknown;Flash programming adapter;Elprotronic Inc;FlashPro430, USB-FPA 6.0;20110311;07. Electronics programmer;Unknown;Unknown;Unknown;NO;NA;NA;NA;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Eelis Cedersrtöm;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;VE;07;0070;VE-07-0070;Unknown;Flash programming adapter;Elprotronic Inc;FlashPro430, USB-FPA 4.3;20070728;07. Electronics programmer;Production;Vivago;Unknown;NO;NA;NA;NA;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Eelis Cedersrtöm;Unknown;Vivago R&D Use;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;VE;03;0071;VE-03-0071;Unknown;Leak Checker;Greiner Vibrograf AG;Leak Checker Prime;6606210822;03. Test equipment, Mechanics;Production;MLB;Unknown;Yes;2023-08-01;2021-08-01;2;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;23.08.2021 / Order 3342-3;Kari Läikkö;Unknown;Calibration interval agreed to 24 months with Plastone in Feb-2020. The Equiment manufacturer does not have recommendation for the calibrations interval;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown; ;Unknown;Unknown
